,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
483,175,Liton Das,536936,Hardik Pandya,625371,"Pandya to Liton Das, no run length, and he looks to slap this across the line but misses. <strong>Rapped on the pads</strong>, but the angle and height counting against Pandya",2nd innings,29.1,no run,156,0,156/3,"Pandya to Liton Das, no run",,"length, and he looks to slap this across the line but misses. <strong>Rapped on the pads</strong>, but the angle and height counting against Pandya",3
484,176,Liton Das,536936,Hardik Pandya,625371,"Pandya to Liton Das, SIX runs <strong>PICK THE BONES FROM THIS ONE!</strong> It's no more than a length ball around off and middle, and he just whacks this on the up towards long on. Never intended to keep this down...never needed to!",2nd innings,29.2,six,162,6,162/3,"Pandya to Liton Das, SIX runs",,"<strong>PICK THE BONES FROM THIS ONE!</strong> It's no more than a length ball around off and middle, and he just whacks this on the up towards long on. Never intended to keep this down...never needed to!",3
485,177,Liton Das,536936,Hardik Pandya,625371,"Pandya to Liton Das, no run length, and he flicks this away towards midwicket. Cannot beat the fieldsman there",2nd innings,29.3,no run,162,0,162/3,"Pandya to Liton Das, no run",,"length, and he flicks this away towards midwicket. Cannot beat the fieldsman there",3
486,178,Liton Das,536936,Hardik Pandya,625371,"Pandya to Liton Das, OUT <strong>SHORT BALL DOES THE TRICK!</strong> Pandya has two, as he digs this into the pitch, and Das takes him on with the pull, and can only get it as far as midwicket. Kohli is pumped as India make yet another inroad. The benefit of having played on this pitch only about 48 hours ago paying off with the Indians",2nd innings,29.4,out,162,0,162/4,"Pandya to Liton Das, OUT",,"<strong>SHORT BALL DOES THE TRICK!</strong> Pandya has two, as he digs this into the pitch, and Das takes him on with the pull, and can only get it as far as midwicket. Kohli is pumped as India make yet another inroad. The benefit of having played on this pitch only about 48 hours ago paying off with the Indians",4
487,179,Mosaddek Hossain,550133,Hardik Pandya,625371,"Pandya to Mosaddek Hossain, 1 run short on fourth stump, goes back to guide this to third man.",2nd innings,29.5,run,163,1,163/4,"Pandya to Mosaddek Hossain, 1 run",,"short on fourth stump, goes back to guide this to third man.",4
488,180,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, no run short of a length outside off on sixth stump, slapped off the back foot to extra cover, fielded on one bounce.",2nd innings,29.6,no run,163,0,163/4,"Pandya to Shakib Al Hasan, no run",,"short of a length outside off on sixth stump, slapped off the back foot to extra cover, fielded on one bounce.",4
489,181,Mosaddek Hossain,550133,Jasprit Bumrah,625383,"Bumrah to Mosaddek Hossain, no run good length ball angled into off stump, defended to backward point.",2nd innings,30.1,no run,163,0,163/4,"Bumrah to Mosaddek Hossain, no run",,"good length ball angled into off stump, defended to backward point.",4
490,182,Mosaddek Hossain,550133,Jasprit Bumrah,625383,"Bumrah to Mosaddek Hossain, 1 run good length ball on fourth stump, guided well wide of slip to third man.",2nd innings,30.2,run,164,1,164/4,"Bumrah to Mosaddek Hossain, 1 run",,"good length ball on fourth stump, guided well wide of slip to third man.",4
491,183,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, FOUR runs short of a length on sixth stump, too much width and he frees his arms to cut a bottom edge well wide of Dhoni, skittles through third man to the rope.",2nd innings,30.3,four,168,4,168/4,"Bumrah to Shakib Al Hasan, FOUR runs",,"short of a length on sixth stump, too much width and he frees his arms to cut a bottom edge well wide of Dhoni, skittles through third man to the rope.",4
492,184,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, no run slower ball wide yorker on fifth stump at 104 kph, Shakib keeps his hands back barely to stab this out back to Bumrah.",2nd innings,30.4,no run,168,0,168/4,"Bumrah to Shakib Al Hasan, no run",,"slower ball wide yorker on fifth stump at 104 kph, Shakib keeps his hands back barely to stab this out back to Bumrah.",4
493,185,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, 1 run fullish length on fourth stump at 142 kph, guided with soft hands to third man.",2nd innings,30.5,run,169,1,169/4,"Bumrah to Shakib Al Hasan, 1 run",,"fullish length on fourth stump at 142 kph, guided with soft hands to third man.",4
494,186,Mosaddek Hossain,550133,Jasprit Bumrah,625383,"Bumrah to Mosaddek Hossain, no run yorker on off stump at 146 kph, dug out to backward point.",2nd innings,30.6,no run,169,0,169/4,"Bumrah to Mosaddek Hossain, no run",,"yorker on off stump at 146 kph, dug out to backward point.",4
495,187,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, no run short on fifth stump at 133 kph, goes to pull but miscues this into the pitch and fielded by Hardik in his follow-through.",2nd innings,31.1,no run,169,0,169/4,"Pandya to Shakib Al Hasan, no run",,"short on fifth stump at 133 kph, goes to pull but miscues this into the pitch and fielded by Hardik in his follow-through.",4
496,188,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run fullish length angled down leg stump at 126 kph, flicked off the pads behind square.",2nd innings,31.2,run,170,1,170/4,"Pandya to Shakib Al Hasan, 1 run",,"fullish length angled down leg stump at 126 kph, flicked off the pads behind square.",4
497,189,Mosaddek Hossain,550133,Hardik Pandya,625371,"Pandya to Mosaddek Hossain, 1 run slower ball on a fullish length wide outside off on 7th stump at 124 kph, Mosaddek struggles to keep the hands back, stabs a checked drive that loops over cover into no man's land before bouncing to the sweeper.",2nd innings,31.3,run,171,1,171/4,"Pandya to Mosaddek Hossain, 1 run",,"slower ball on a fullish length wide outside off on 7th stump at 124 kph, Mosaddek struggles to keep the hands back, stabs a checked drive that loops over cover into no man's land before bouncing to the sweeper.",4
498,190,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, no run short on fourth stump, cut straight to backward point.",2nd innings,31.4,no run,171,0,171/4,"Pandya to Shakib Al Hasan, no run",,"short on fourth stump, cut straight to backward point.",4
499,191,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run short on the stumps, pulled through midwicket hopping onto the back foot.",2nd innings,31.5,run,172,1,172/4,"Pandya to Shakib Al Hasan, 1 run",,"short on the stumps, pulled through midwicket hopping onto the back foot.",4
500,192,Mosaddek Hossain,550133,Hardik Pandya,625371,"Pandya to Mosaddek Hossain, no run bouncer on off, bottom-edges this pull but the ball has the pace taken off and flutters into the ground about a foot in front of Dhoni.",2nd innings,31.6,no run,172,0,172/4,"Pandya to Mosaddek Hossain, no run",,"bouncer on off, bottom-edges this pull but the ball has the pace taken off and flutters into the ground about a foot in front of Dhoni.",4
501,193,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, 1 run yorker length on leg stump, flicked behind square.",2nd innings,32.1,run,173,1,173/4,"Bumrah to Shakib Al Hasan, 1 run",,"yorker length on leg stump, flicked behind square.",4
502,194,Mosaddek Hossain,550133,Jasprit Bumrah,625383,"Bumrah to Mosaddek Hossain, OUT <strong>drag on via the offcutter!</strong> Bumrah rolls his fingers over at 119 kph getting this to land on a good length on about a fifth stump line. Mosaddek wanted to run this with an open face down to third man but he's a touch out in front of the ball not accounting for the change of pace and the ball caroms off the inside bottom edge back onto the stumps.",2nd innings,32.2,out,173,0,173/5,"Bumrah to Mosaddek Hossain, OUT",,<strong>drag on via the offcutter!</strong> Bumrah rolls his fingers over at 119 kph getting this to land on a good length on about a fifth stump line. Mosaddek wanted to run this with an open face down to third man but he's a touch out in front of the ball not accounting for the change of pace and the ball caroms off the inside bottom edge back onto the stumps.,5
503,195,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, FOUR runs <strong>edge first ball but no slip!</strong> Bumrah hustled him with a short ball, played awkwardly off the back foot but guided wide enough of Dhoni and plenty fine of third man to the rope.",2nd innings,32.3,four,177,4,177/5,"Bumrah to Sabbir Rahman, FOUR runs",,"<strong>edge first ball but no slip!</strong> Bumrah hustled him with a short ball, played awkwardly off the back foot but guided wide enough of Dhoni and plenty fine of third man to the rope.",5
504,196,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run follows the short ball with the yorker on middle stump, stabbed out.",2nd innings,32.4,no run,177,0,177/5,"Bumrah to Sabbir Rahman, no run",,"follows the short ball with the yorker on middle stump, stabbed out.",5
505,197,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run good length ball on middle, defended to cover.",2nd innings,32.5,no run,177,0,177/5,"Bumrah to Sabbir Rahman, no run",,"good length ball on middle, defended to cover.",5
506,198,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run short of a length angled into leg stump, tries to flick this off his hips but is through the shot early, leading edge loops just wide of Bumrah going left in his follow-through.",2nd innings,32.6,no run,177,0,177/5,"Bumrah to Sabbir Rahman, no run",,"short of a length angled into leg stump, tries to flick this off his hips but is through the shot early, leading edge loops just wide of Bumrah going left in his follow-through.",5
507,199,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, 1 run short of a length angled into off stump, opens the face to run a single to third man. His wagon wheel is dominated there today. Hardly anything on the off-side in front of square.",2nd innings,33.1,run,178,1,178/5,"Pandya to Shakib Al Hasan, 1 run",,"short of a length angled into off stump, opens the face to run a single to third man. His wagon wheel is dominated there today. Hardly anything on the off-side in front of square.",5
508,200,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, no run slower ball at 122 kph lands on a fullish length on off stump, defended to extra cover.",2nd innings,33.2,no run,178,0,178/5,"Pandya to Sabbir Rahman, no run",,"slower ball at 122 kph lands on a fullish length on off stump, defended to extra cover.",5
509,201,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, 1 run short of a length drifting onto the legs, clipped behind square to deep fine leg.",2nd innings,33.3,run,179,1,179/5,"Pandya to Sabbir Rahman, 1 run",,"short of a length drifting onto the legs, clipped behind square to deep fine leg.",5
510,202,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, no run short ball on fifth stump, tennis ball bounce at 127 kph and Shakib leaps to hook but misses.",2nd innings,33.4,no run,179,0,179/5,"Pandya to Shakib Al Hasan, no run",,"short ball on fifth stump, tennis ball bounce at 127 kph and Shakib leaps to hook but misses.",5
511,203,Shakib Al Hasan,56143,Hardik Pandya,625371,"Pandya to Shakib Al Hasan, OUT <strong>the change of pace foxes yet another Bangladesh batsman!</strong> Fullish length at 122 kph, offcutter angled into middle and leg stump, Shakib was backing away to create room but couldn't keep his hands back enough to wait for the pace off the ball, checks his shot and the ball balloons off somewhat of a leading edge toward Karthik on the ring at extra cover. He takes three steps in and pouches the catch at thigh height. Bangladesh's semi-final hopes have been submarined by Hardik in this chase.",2nd innings,33.5,out,179,0,179/6,"Pandya to Shakib Al Hasan, OUT",,"<strong>the change of pace foxes yet another Bangladesh batsman!</strong> Fullish length at 122 kph, offcutter angled into middle and leg stump, Shakib was backing away to create room but couldn't keep his hands back enough to wait for the pace off the ball, checks his shot and the ball balloons off somewhat of a leading edge toward Karthik on the ring at extra cover. He takes three steps in and pouches the catch at thigh height. Bangladesh's semi-final hopes have been submarined by Hardik in this chase.",6
512,204,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, no run good length on off stump, goes back to defend at 130 kph and a thick edge flies short of point.",2nd innings,33.6,no run,179,0,179/6,"Pandya to Mohammad Saifuddin, no run",,"good length on off stump, goes back to defend at 130 kph and a thick edge flies short of point.",6
513,205,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run fullish length on middle stump, defended to midwicket.",2nd innings,34.1,no run,179,0,179/6,"Bumrah to Sabbir Rahman, no run",,"fullish length on middle stump, defended to midwicket.",6
514,206,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run Sabbir charges Bumrah, who drags the length back with a cutter at 120 kph and adjusts the line well outside off stump, Sabbir way out in front flailing with his head flying up.",2nd innings,34.2,no run,179,0,179/6,"Bumrah to Sabbir Rahman, no run",,"Sabbir charges Bumrah, who drags the length back with a cutter at 120 kph and adjusts the line well outside off stump, Sabbir way out in front flailing with his head flying up.",6
515,207,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, 1 run attempted yorker on middle stump, dug out to mid-on.",2nd innings,34.3,run,180,1,180/6,"Bumrah to Sabbir Rahman, 1 run",,"attempted yorker on middle stump, dug out to mid-on.",6
516,208,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 1 run full on the legs at 145 kph, clipped behind square.",2nd innings,34.4,run,181,1,181/6,"Bumrah to Mohammad Saifuddin, 1 run",,"full on the legs at 145 kph, clipped behind square.",6
517,209,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, no run good length ball on fifth stump at 143 kph, tries to run this to third man. Bottom edge just wide of off stump stopped by Dhoni. Identical shot that saw Mosaddek back to the pavilion.",2nd innings,34.5,no run,181,0,181/6,"Bumrah to Sabbir Rahman, no run",,"good length ball on fifth stump at 143 kph, tries to run this to third man. Bottom edge just wide of off stump stopped by Dhoni. Identical shot that saw Mosaddek back to the pavilion.",6
518,210,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, 1 run short and wide way outside off, cuts straight to the point sweeper.",2nd innings,34.6,run,182,1,182/6,"Bumrah to Sabbir Rahman, 1 run",,"short and wide way outside off, cuts straight to the point sweeper.",6
519,210,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, 1 wide bouncer wide outside off, called a wide on height.",2nd innings,35.0,wide,183,1,183/6,"Pandya to Sabbir Rahman, 1 wide",,"bouncer wide outside off, called a wide on height.",6
520,211,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, FOUR runs short on middle stump, pulled behind square. Deep fine leg runs across to cut this off, Bumrah. Instead of sliding he tries to reach down while in stride and makes a clumsy fumble knocking this over the rope. He's down on the ground now flat on his back and the physio sprints out.",2nd innings,35.1,four,187,4,187/6,"Pandya to Sabbir Rahman, FOUR runs",,"short on middle stump, pulled behind square. Deep fine leg runs across to cut this off, Bumrah. Instead of sliding he tries to reach down while in stride and makes a clumsy fumble knocking this over the rope. He's down on the ground now flat on his back and the physio sprints out.",6
521,212,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, no run fullish length on the stumps at 124 kph, defended back to Hardik.",2nd innings,35.2,no run,187,0,187/6,"Pandya to Sabbir Rahman, no run",,"fullish length on the stumps at 124 kph, defended back to Hardik.",6
522,213,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, 2 runs short ball on fourth stump, leaps onto his toes to pull behind square, well wide of deep fine leg and they get an easy two.",2nd innings,35.3,run,189,2,189/6,"Pandya to Sabbir Rahman, 2 runs",,"short ball on fourth stump, leaps onto his toes to pull behind square, well wide of deep fine leg and they get an easy two.",6
523,214,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, no run slower ball full on off stump at 127 kph, defended back down the pitch.",2nd innings,35.4,no run,189,0,189/6,"Pandya to Sabbir Rahman, no run",,"slower ball full on off stump at 127 kph, defended back down the pitch.",6
524,215,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, 1 run short ball on off stump at 132 kph, flat batted pull to mid-on.",2nd innings,35.5,run,190,1,190/6,"Pandya to Sabbir Rahman, 1 run",,"short ball on off stump at 132 kph, flat batted pull to mid-on.",6
525,216,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, no run bouncer, ducked under with ease.",2nd innings,35.6,no run,190,0,190/6,"Pandya to Mohammad Saifuddin, no run",,"bouncer, ducked under with ease.",6
526,217,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, 1 run flighted full on sixth stump, driven to the cover sweeper.",2nd innings,36.1,run,191,1,191/6,"Chahal to Sabbir Rahman, 1 run",,"flighted full on sixth stump, driven to the cover sweeper.",6
527,218,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run flighted full on leg stump, clipped off the pads straight to the man at 45.",2nd innings,36.2,no run,191,0,191/6,"Chahal to Mohammad Saifuddin, no run",,"flighted full on leg stump, clipped off the pads straight to the man at 45.",6
528,219,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run googly pitching on middle stump at 82 kph and spinning toward off, defended on the back foot back to Chahal.",2nd innings,36.3,no run,191,0,191/6,"Chahal to Mohammad Saifuddin, no run",,"googly pitching on middle stump at 82 kph and spinning toward off, defended on the back foot back to Chahal.",6
529,220,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run good length ball pitching outside leg and spinning down. Not given a wide for some reason, was about six inches down leg and clearly missed the pads and everything.",2nd innings,36.4,no run,191,0,191/6,"Chahal to Mohammad Saifuddin, no run",,"good length ball pitching outside leg and spinning down. Not given a wide for some reason, was about six inches down leg and clearly missed the pads and everything.",6
530,221,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run good length ball on the stumps, flicked fine but straight to short fine leg once more.",2nd innings,36.5,no run,191,0,191/6,"Chahal to Mohammad Saifuddin, no run",,"good length ball on the stumps, flicked fine but straight to short fine leg once more.",6
531,222,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run good length ball pitching on middle, goes back to defend to midwicket at 77 kph.",2nd innings,36.6,no run,191,0,191/6,"Chahal to Mohammad Saifuddin, no run",,"good length ball pitching on middle, goes back to defend to midwicket at 77 kph.",6
532,223,Sabbir Rahman,373538,Mohammed Shami,481896,"Mohammed Shami to Sabbir Rahman, FOUR runs short on the stumps, charged by Sabbir at 126 kph and swats this wide of mid-on, bounces away to the rope.",2nd innings,37.1,four,195,4,195/6,"Mohammed Shami to Sabbir Rahman, FOUR runs",,"short on the stumps, charged by Sabbir at 126 kph and swats this wide of mid-on, bounces away to the rope.",6
533,224,Sabbir Rahman,373538,Mohammed Shami,481896,"Mohammed Shami to Sabbir Rahman, FOUR runs goes deep in his crease in response and Shami goes short on the body, gets inside the line and hooks this very fine past Dhoni.",2nd innings,37.2,four,199,4,199/6,"Mohammed Shami to Sabbir Rahman, FOUR runs",,"goes deep in his crease in response and Shami goes short on the body, gets inside the line and hooks this very fine past Dhoni.",6
534,225,Sabbir Rahman,373538,Mohammed Shami,481896,"Mohammed Shami to Sabbir Rahman, 1 run short of a length on fifth stump at 139 kph, guided off the back foot to third man to bring up the 200.",2nd innings,37.3,run,200,1,200/6,"Mohammed Shami to Sabbir Rahman, 1 run",,"short of a length on fifth stump at 139 kph, guided off the back foot to third man to bring up the 200.",6
535,226,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, FOUR runs Shami charged again, Saifuddin slogs this on the up from fourth stump and goes straight back over the bowler's head. Not timed cleanly but with mid-on up in the ring, it bounces away easily to the rope.",2nd innings,37.4,four,204,4,204/6,"Mohammed Shami to Mohammad Saifuddin, FOUR runs",,"Shami charged again, Saifuddin slogs this on the up from fourth stump and goes straight back over the bowler's head. Not timed cleanly but with mid-on up in the ring, it bounces away easily to the rope.",6
536,227,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, no run bouncer clears the batsman easily, but not too high to have to rebowl it.",2nd innings,37.5,no run,204,0,204/6,"Mohammed Shami to Mohammad Saifuddin, no run",,"bouncer clears the batsman easily, but not too high to have to rebowl it.",6
537,228,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, FOUR runs length ball on off stump, heaved over wide mid-on. They're going after Shami and succeeding in a big way.",2nd innings,37.6,four,208,4,208/6,"Mohammed Shami to Mohammad Saifuddin, FOUR runs",,"length ball on off stump, heaved over wide mid-on. They're going after Shami and succeeding in a big way.",6
538,229,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, 1 run full and wide on fifth stump at 84 kph, driven square to the sweeper.",2nd innings,38.1,run,209,1,209/6,"Chahal to Sabbir Rahman, 1 run",,"full and wide on fifth stump at 84 kph, driven square to the sweeper.",6
539,230,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, FOUR runs <strong>top-edge clears Bumrah at short fine leg!</strong> Went onto a knee to sweep a good length ball on leg stump. Not full enough to sweep and the extra bounce produces a top edge. Bumrah was caught flat-footed and a bit groggy having just returned to the field a ball earlier after getting a clean bill of health on his shoulder but couldn't backtrack to turn it into a chance.",2nd innings,38.2,four,213,4,213/6,"Chahal to Mohammad Saifuddin, FOUR runs",,<strong>top-edge clears Bumrah at short fine leg!</strong> Went onto a knee to sweep a good length ball on leg stump. Not full enough to sweep and the extra bounce produces a top edge. Bumrah was caught flat-footed and a bit groggy having just returned to the field a ball earlier after getting a clean bill of health on his shoulder but couldn't backtrack to turn it into a chance.,6
540,230,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, 1 wide full length ball but spinning well down leg.",2nd innings,38.2,wide,214,1,214/6,"Chahal to Mohammad Saifuddin, 1 wide",,full length ball but spinning well down leg.,6
541,231,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run full on off at 87 kph, clipped straight to midwicket.",2nd innings,38.3,no run,214,0,214/6,"Chahal to Mohammad Saifuddin, no run",,"full on off at 87 kph, clipped straight to midwicket.",6
542,232,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, no run good length ball on middle spinning into leg, goes back to flick but can't get it away.",2nd innings,38.4,no run,214,0,214/6,"Chahal to Mohammad Saifuddin, no run",,"good length ball on middle spinning into leg, goes back to flick but can't get it away.",6
543,233,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, 1 run short on fourth stump and spinning back in, chopped off the back foot to extra cover.",2nd innings,38.5,run,215,1,215/6,"Chahal to Mohammad Saifuddin, 1 run",,"short on fourth stump and spinning back in, chopped off the back foot to extra cover.",6
544,234,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, FOUR runs full and wide on sixth stump, Sabbir reaches a long way across to sweep this on length against the spin and hammers it along the turf through midwicket for a crisp boundary.",2nd innings,38.6,four,219,4,219/6,"Chahal to Sabbir Rahman, FOUR runs",,"full and wide on sixth stump, Sabbir reaches a long way across to sweep this on length against the spin and hammers it along the turf through midwicket for a crisp boundary.",6
545,235,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, FOUR runs short on the stumps, scorching pull in front of square screams past the leg umpire to the rope.",2nd innings,39.1,four,223,4,223/6,"Pandya to Mohammad Saifuddin, FOUR runs",,"short on the stumps, scorching pull in front of square screams past the leg umpire to the rope.",6
546,236,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, 1 run <strong>missed runout off his own bowling!</strong> Short of a length on the stumps, goes back to tap this into the covers, Hardik pounces moving right, scoops, spins around and fires from 14 yards at the non-striker's end. Saifuddin was a dead duck by three yards but the ball bounces over the stumps.",2nd innings,39.2,run,224,1,224/6,"Pandya to Mohammad Saifuddin, 1 run",,"<strong>missed runout off his own bowling!</strong> Short of a length on the stumps, goes back to tap this into the covers, Hardik pounces moving right, scoops, spins around and fires from 14 yards at the non-striker's end. Saifuddin was a dead duck by three yards but the ball bounces over the stumps.",6
547,237,Sabbir Rahman,373538,Hardik Pandya,625371,"Pandya to Sabbir Rahman, 1 run short of a length on the stumps, clipped behind square for a very long one. Rahul denies the second.",2nd innings,39.3,run,225,1,225/6,"Pandya to Sabbir Rahman, 1 run",,"short of a length on the stumps, clipped behind square for a very long one. Rahul denies the second.",6
548,238,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, no run slower bouncer wide on 7th stump at 127 kph, tries to uppercut this but misses.",2nd innings,39.4,no run,225,0,225/6,"Pandya to Mohammad Saifuddin, no run",,"slower bouncer wide on 7th stump at 127 kph, tries to uppercut this but misses.",6
549,239,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, no run fullish length ball follows Saifuddin backing away down leg, can't get it away off the pads.",2nd innings,39.5,no run,225,0,225/6,"Pandya to Mohammad Saifuddin, no run",,"fullish length ball follows Saifuddin backing away down leg, can't get it away off the pads.",6
550,240,Mohammad Saifuddin,629070,Hardik Pandya,625371,"Pandya to Mohammad Saifuddin, no run slower bouncer on fifth stump, left alone by Saifuddin.",2nd innings,39.6,no run,225,0,225/6,"Pandya to Mohammad Saifuddin, no run",,"slower bouncer on fifth stump, left alone by Saifuddin.",6
551,241,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, no run full, looks for the sweep, but misses",2nd innings,40.1,no run,225,0,225/6,"Chahal to Sabbir Rahman, no run",,"full, looks for the sweep, but misses",6
552,241,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, 1 wide goes down the leg side with a flatter one, bowled at 91kph, will have to rebowl this",2nd innings,40.1,wide,226,1,226/6,"Chahal to Sabbir Rahman, 1 wide",91kph,"goes down the leg side with a flatter one, bowled at 91kph, will have to rebowl this",6
553,242,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, no run goes back to tap a length ball back towards short midwicket. Chahal is first to it",2nd innings,40.2,no run,226,0,226/6,"Chahal to Sabbir Rahman, no run",,goes back to tap a length ball back towards short midwicket. Chahal is first to it,6
554,243,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, no run floats this one wider of off stump, and Sabbir wants to go hard at it. Misses, as the ball creeps under his bat, and he falls over. Just about stays inside the crease, as Dhoni lurks looking to effect the stumping",2nd innings,40.3,no run,226,0,226/6,"Chahal to Sabbir Rahman, no run",,"floats this one wider of off stump, and Sabbir wants to go hard at it. Misses, as the ball creeps under his bat, and he falls over. Just about stays inside the crease, as Dhoni lurks looking to effect the stumping",6
555,244,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, 1 run pushes a length ball away towards sweeper cover",2nd innings,40.4,run,227,1,227/6,"Chahal to Sabbir Rahman, 1 run",,pushes a length ball away towards sweeper cover,6
556,245,Mohammad Saifuddin,629070,Yuzvendra Chahal,430246,"Chahal to Mohammad Saifuddin, 1 run googly, and he allows it to turn into him, and plays it away towards square leg. They want two, but Chahal gets there first. Superb commitment, as he puts in a dive to throw this to Dhoni",2nd innings,40.5,run,228,1,228/6,"Chahal to Mohammad Saifuddin, 1 run",,"googly, and he allows it to turn into him, and plays it away towards square leg. They want two, but Chahal gets there first. Superb commitment, as he puts in a dive to throw this to Dhoni",6
557,246,Sabbir Rahman,373538,Yuzvendra Chahal,430246,"Chahal to Sabbir Rahman, 1 run flighted, outside off, and he drives this down to long off",2nd innings,40.6,run,229,1,229/6,"Chahal to Sabbir Rahman, 1 run",,"flighted, outside off, and he drives this down to long off",6
558,247,Sabbir Rahman,373538,Mohammed Shami,481896,"Mohammed Shami to Sabbir Rahman, 1 run fuller ball, angles into him, and he plays this away to the left of square leg",2nd innings,41.1,run,230,1,230/6,"Mohammed Shami to Sabbir Rahman, 1 run",,"fuller ball, angles into him, and he plays this away to the left of square leg",6
