,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run good length ball on middle stump at 123 kph, defended on the back foot to short midwicket.",1st innings,0.1,no run,0,0,0/0,"Mashrafe Mortaza to Rahul, no run",,"good length ball on middle stump at 123 kph, defended on the back foot to short midwicket.",0
1,2,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, 1 run short of a length on off stump, goes back to flick behind square with ease.",1st innings,0.2,run,1,1,1/0,"Mashrafe Mortaza to Rahul, 1 run",,"short of a length on off stump, goes back to flick behind square with ease.",0
2,2,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 1 wide short of a length angled down leg, Rohit is late on the pull but wide called.",1st innings,0.2,wide,2,1,2/0,"Mashrafe Mortaza to Sharma, 1 wide",,"short of a length angled down leg, Rohit is late on the pull but wide called.",0
3,3,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, no run short of a length on fifth stump, Rohit goes back and punches but straight to cover point.",1st innings,0.3,no run,2,0,2/0,"Mashrafe Mortaza to Sharma, no run",,"short of a length on fifth stump, Rohit goes back and punches but straight to cover point.",0
4,4,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, SIX runs <b>hammered!</b> A fraction short on off stump at just 130 kph, sits up for Rohit to lace a blistering pull over square leg. Flat, didn't go more than 15 meters in the air but clears that short boundary landing at 62 meters over the rope. It took India until the 50th over to hit their first six v England, but they've done it on the fourth legal ball today!",1st innings,0.4,six,8,6,8/0,"Mashrafe Mortaza to Sharma, SIX runs",,"<b>hammered!</b> A fraction short on off stump at just 130 kph, sits up for Rohit to lace a blistering pull over square leg. Flat, didn't go more than 15 meters in the air but clears that short boundary landing at 62 meters over the rope. It took India until the 50th over to hit their first six v England, but they've done it on the fourth legal ball today!",0
5,5,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, no run good length ball on fifth stump, goes back and across to defend firmly back toward extra cover.",1st innings,0.5,no run,8,0,8/0,"Mashrafe Mortaza to Sharma, no run",,"good length ball on fifth stump, goes back and across to defend firmly back toward extra cover.",0
6,6,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 2 runs fullish length on fourth stump, Rohit uses his feet to step down and flick through midwicket for an easy pair.",1st innings,0.6,run,10,2,10/0,"Mashrafe Mortaza to Sharma, 2 runs",,"fullish length on fourth stump, Rohit uses his feet to step down and flick through midwicket for an easy pair.",0
7,7,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run good length ball at 128 kph/79 mph pitching on fourth stump, Rahul goes back to defend. No sign of any real swing from either bowler as yet.",1st innings,1.1,no run,10,0,10/0,"Mohammad Saifuddin to Rahul, no run",,"good length ball at 128 kph/79 mph pitching on fourth stump, Rahul goes back to defend. No sign of any real swing from either bowler as yet.",0
8,8,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run good length ball on off stump, goes back to defend to point.",1st innings,1.2,no run,10,0,10/0,"Mohammad Saifuddin to Rahul, no run",,"good length ball on off stump, goes back to defend to point.",0
9,9,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run fullish length on fifth stump and finally a hint of swing moving away, Rahul shoulders arms.",1st innings,1.3,no run,10,0,10/0,"Mohammad Saifuddin to Rahul, no run",,"fullish length on fifth stump and finally a hint of swing moving away, Rahul shoulders arms.",0
10,10,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run overpitched on fourth stump at 122 kph/75 mph, driven firmly but straight to mid-off.",1st innings,1.4,no run,10,0,10/0,"Mohammad Saifuddin to Rahul, no run",,"overpitched on fourth stump at 122 kph/75 mph, driven firmly but straight to mid-off.",0
11,11,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run short of a length on off stump, Rahul shuffles across and back to punch back down the pitch as Saifuddin fields moving to his right.",1st innings,1.5,no run,10,0,10/0,"Mohammad Saifuddin to Rahul, no run",,"short of a length on off stump, Rahul shuffles across and back to punch back down the pitch as Saifuddin fields moving to his right.",0
12,12,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, 1 run overpitched and angled into leg stump at 126 kph/78 mph, Rahul flicks off his pads through square leg to deny a maiden.",1st innings,1.6,run,11,1,11/0,"Mohammad Saifuddin to Rahul, 1 run",,"overpitched and angled into leg stump at 126 kph/78 mph, Rahul flicks off his pads through square leg to deny a maiden.",0
13,13,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 run short of a length pitching on middle and angled across, Rahul goes back and dangles the bat with a slightly open face to chop this down to third man.",1st innings,2.1,run,12,1,12/0,"Mustafizur Rahman to Rahul, 1 run",,"short of a length pitching on middle and angled across, Rahul goes back and dangles the bat with a slightly open face to chop this down to third man.",0
14,14,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball angled across fourth stump, Rohit tries to tap and run gently pushing into short midwicket but Mustafizur hustles to field in his follow-through to deny it.",1st innings,2.2,no run,12,0,12/0,"Mustafizur Rahman to Sharma, no run",,"good length ball angled across fourth stump, Rohit tries to tap and run gently pushing into short midwicket but Mustafizur hustles to field in his follow-through to deny it.",0
15,15,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball angled across fifth stump, left alone comfortably.",1st innings,2.3,no run,12,0,12/0,"Mustafizur Rahman to Sharma, no run",,"good length ball angled across fifth stump, left alone comfortably.",0
16,16,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball pitching on off stump at 129 kph/80 mph and continuing on with the angle, defended back down the pitch.",1st innings,2.4,no run,12,0,12/0,"Mustafizur Rahman to Sharma, no run",,"good length ball pitching on off stump at 129 kph/80 mph and continuing on with the angle, defended back down the pitch.",0
17,17,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, 1 run short of a length on the hips, Rohit paddle/short-arm jab pulls this behind square, short fine leg shuffles left to field off one bounce.",1st innings,2.5,run,13,1,13/0,"Mustafizur Rahman to Sharma, 1 run",,"short of a length on the hips, Rohit paddle/short-arm jab pulls this behind square, short fine leg shuffles left to field off one bounce.",0
18,18,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 run short of a length on fifth stump line, tapped behind point for a simple single to third man.",1st innings,2.6,run,14,1,14/0,"Mustafizur Rahman to Rahul, 1 run",,"short of a length on fifth stump line, tapped behind point for a simple single to third man.",0
19,19,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run good length ball on fifth stump, left alone.",1st innings,3.1,no run,14,0,14/0,"Mohammad Saifuddin to Rahul, no run",,"good length ball on fifth stump, left alone.",0
20,20,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run good length and tighter on a fourth stump line at 129 kph/80 mph, tentative poke by Rahul moving back with a touch of swing too.",1st innings,3.2,no run,14,0,14/0,"Mohammad Saifuddin to Rahul, no run",,"good length and tighter on a fourth stump line at 129 kph/80 mph, tentative poke by Rahul moving back with a touch of swing too.",0
21,21,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run good length again on fifth stump, Rahul moves across to cover the line and slaps back down the pitch.",1st innings,3.3,no run,14,0,14/0,"Mohammad Saifuddin to Rahul, no run",,"good length again on fifth stump, Rahul moves across to cover the line and slaps back down the pitch.",0
22,22,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run fullish length but very wide outside off, goes to drive through cover but miscues to extra cover.",1st innings,3.4,no run,14,0,14/0,"Mohammad Saifuddin to Rahul, no run",,"fullish length but very wide outside off, goes to drive through cover but miscues to extra cover.",0
23,23,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, FOUR runs <b>shocking misfield by Shakib.</b> Good length but straying on the legs, flicked off his thigh through midwicket, Shakib at deep square takes a horrendous angle trying to cut two into a single and instead turned it into a boundary diving over the top of the ball in the end.",1st innings,3.5,four,18,4,18/0,"Mohammad Saifuddin to Rahul, FOUR runs",,"<b>shocking misfield by Shakib.</b> Good length but straying on the legs, flicked off his thigh through midwicket, Shakib at deep square takes a horrendous angle trying to cut two into a single and instead turned it into a boundary diving over the top of the ball in the end.",0
24,24,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run full length on off stump, mishits this off the pads back to Saifuddin.",1st innings,3.6,no run,18,0,18/0,"Mohammad Saifuddin to Rahul, no run",,"full length on off stump, mishits this off the pads back to Saifuddin.",0
25,25,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run fullish length on fourth stump, driven hard to extra cover.",1st innings,4.1,no run,18,0,18/0,"Mustafizur Rahman to Sharma, no run",,"fullish length on fourth stump, driven hard to extra cover.",0
26,26,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball on middle stump angled across, Rohit goes back to defend to cover.",1st innings,4.2,no run,18,0,18/0,"Mustafizur Rahman to Sharma, no run",,"good length ball on middle stump angled across, Rohit goes back to defend to cover.",0
27,27,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run fullish length ball on fourth stump, driven firmly but straight to cover point.",1st innings,4.3,no run,18,0,18/0,"Mustafizur Rahman to Sharma, no run",,"fullish length ball on fourth stump, driven firmly but straight to cover point.",0
28,28,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, 1 run <b>dropped! Clumsy from Tamim!</b> Short ball from Mustafizur on fourth stump, sucker ball really with Rohit aiming for the short boundary having hit a six over square leg in the first over. He doesn't get the elevation or timing on this, it hangs in the air for Tamim running to his left from deep square leg. He covers 15 yards and slows down his jog to steady himself but shells it badly at chest height. 4/10 on degree of difficulty but he spilled it badly.",1st innings,4.4,run,19,1,19/0,"Mustafizur Rahman to Sharma, 1 run",,"<b>dropped! Clumsy from Tamim!</b> Short ball from Mustafizur on fourth stump, sucker ball really with Rohit aiming for the short boundary having hit a six over square leg in the first over. He doesn't get the elevation or timing on this, it hangs in the air for Tamim running to his left from deep square leg. He covers 15 yards and slows down his jog to steady himself but shells it badly at chest height. 4/10 on degree of difficulty but he spilled it badly.",0
29,29,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 leg bye good length on the legs, off the pads missing a flick and dribbles behind square for a run.",1st innings,4.5,leg bye,20,1,20/0,"Mustafizur Rahman to Rahul, 1 leg bye",,"good length on the legs, off the pads missing a flick and dribbles behind square for a run.",0
30,30,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, 1 run good length on off stump, clipped through midwicket.",1st innings,4.6,run,21,1,21/0,"Mustafizur Rahman to Sharma, 1 run",,"good length on off stump, clipped through midwicket.",0
31,31,Rohit Sharma,34102,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Sharma, no run beaten! Fullish length on fifth stump, Rohit drives away from his body and is beaten for pace.",1st innings,5.1,no run,21,0,21/0,"Mohammad Saifuddin to Sharma, no run",,"beaten! Fullish length on fifth stump, Rohit drives away from his body and is beaten for pace.",0
32,32,Rohit Sharma,34102,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Sharma, no run full on fourth stump, flicked to mid-on.",1st innings,5.2,no run,21,0,21/0,"Mohammad Saifuddin to Sharma, no run",,"full on fourth stump, flicked to mid-on.",0
33,33,Rohit Sharma,34102,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Sharma, SIX runs <b>smoked!</b> In the slot on fourth stump, Rohit shimmies down the track and slams a drive 20 yards into the stands over extra cover.",1st innings,5.3,six,27,6,27/0,"Mohammad Saifuddin to Sharma, SIX runs",,"<b>smoked!</b> In the slot on fourth stump, Rohit shimmies down the track and slams a drive 20 yards into the stands over extra cover.",0
34,34,Rohit Sharma,34102,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Sharma, 1 run good length ball on the hips, tucked off the pads behind square.",1st innings,5.4,run,28,1,28/0,"Mohammad Saifuddin to Sharma, 1 run",,"good length ball on the hips, tucked off the pads behind square.",0
35,35,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, 2 runs fullish length on the pads angling down leg stump, whipped wide of midwicket.",1st innings,5.5,run,30,2,30/0,"Mohammad Saifuddin to Rahul, 2 runs",,"fullish length on the pads angling down leg stump, whipped wide of midwicket.",0
36,36,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run full on off stump, driven hard but straight to extra cover.",1st innings,5.6,no run,30,0,30/0,"Mohammad Saifuddin to Rahul, no run",,"full on off stump, driven hard but straight to extra cover.",0
37,37,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, FOUR runs <strong>slashed wide of slip!</strong> Mustafizur draws him into a drive with a fullish length ball angled across fifth stump. Rohit throws the bat at it and slices it but comfortably wide of the catching man and it goes fine of third man.",1st innings,6.1,four,34,4,34/0,"Mustafizur Rahman to Sharma, FOUR runs",,<strong>slashed wide of slip!</strong> Mustafizur draws him into a drive with a fullish length ball angled across fifth stump. Rohit throws the bat at it and slices it but comfortably wide of the catching man and it goes fine of third man.,0
38,38,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball on middle and leg, defended back down the pitch.",1st innings,6.2,no run,34,0,34/0,"Mustafizur Rahman to Sharma, no run",,"good length ball on middle and leg, defended back down the pitch.",0
39,39,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, 1 run good length ball on leg stump, clipped with ease through midwicket.",1st innings,6.3,run,35,1,35/0,"Mustafizur Rahman to Sharma, 1 run",,"good length ball on leg stump, clipped with ease through midwicket.",0
40,40,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, no run full on off stump, defended on the front foot back to Mustafizur.",1st innings,6.4,no run,35,0,35/0,"Mustafizur Rahman to Rahul, no run",,"full on off stump, defended on the front foot back to Mustafizur.",0
41,41,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 run full on middle, tapped gently into midwicket and wide enough of the fielder for a safe run.",1st innings,6.5,run,36,1,36/0,"Mustafizur Rahman to Rahul, 1 run",,"full on middle, tapped gently into midwicket and wide enough of the fielder for a safe run.",0
42,42,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball angled across off stump, chipped to midwicket but can't pick the gap.",1st innings,6.6,no run,36,0,36/0,"Mustafizur Rahman to Sharma, no run",,"good length ball angled across off stump, chipped to midwicket but can't pick the gap.",0
43,43,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, 1 run good length but straying on the legs, clipped through to the leg side sweeper.",1st innings,7.1,run,37,1,37/0,"Mohammad Saifuddin to Rahul, 1 run",,"good length but straying on the legs, clipped through to the leg side sweeper.",0
44,44,Rohit Sharma,34102,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Sharma, 1 run short and wide, guided to third man.",1st innings,7.2,run,38,1,38/0,"Mohammad Saifuddin to Sharma, 1 run",,"short and wide, guided to third man.",0
45,45,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, FOUR runs <strong>poor ball from Saifuddin.</strong> Full and angled well down leg, Rahul helps himself at the breakfast buffet with a flick past the keeper. Fine leg in the ring so no chance.",1st innings,7.3,four,42,4,42/0,"Mohammad Saifuddin to Rahul, FOUR runs",,"<strong>poor ball from Saifuddin.</strong> Full and angled well down leg, Rahul helps himself at the breakfast buffet with a flick past the keeper. Fine leg in the ring so no chance.",0
46,46,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, FOUR runs <strong>glorious!</strong> Overpitched in the slot outside off, Rahul caresses this between mid-off and extra cover. India humming. Bangladesh playing catch up.",1st innings,7.4,four,46,4,46/0,"Mohammad Saifuddin to Rahul, FOUR runs",,"<strong>glorious!</strong> Overpitched in the slot outside off, Rahul caresses this between mid-off and extra cover. India humming. Bangladesh playing catch up.",0
47,47,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, no run short on the stumps, goes to pull but mistimes this into the ground off a bottom edge and it trickles toward square leg.",1st innings,7.5,no run,46,0,46/0,"Mohammad Saifuddin to Rahul, no run",,"short on the stumps, goes to pull but mistimes this into the ground off a bottom edge and it trickles toward square leg.",0
48,48,KL Rahul,422108,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Rahul, 1 run overpitched on middle stump, Rahul pirouettes a KP-esque flamingo flick through the leg side.",1st innings,7.6,run,47,1,47/0,"Mohammad Saifuddin to Rahul, 1 run",,"overpitched on middle stump, Rahul pirouettes a KP-esque flamingo flick through the leg side.",0
49,49,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 run full on middle, shuffles across to flick through midwicket.",1st innings,8.1,run,48,1,48/0,"Mustafizur Rahman to Rahul, 1 run",,"full on middle, shuffles across to flick through midwicket.",0
50,49,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, (no ball) FOUR runs fullish length, Rohit with a sizzling drive on the up beats a despairing dive at extra cover from Sabbir going right and it keeps bouncing away.",1st innings,8.1,four,53,5,53/0,"Mustafizur Rahman to Sharma, (no ball) FOUR runs",,"fullish length, Rohit with a sizzling drive on the up beats a despairing dive at extra cover from Sabbir going right and it keeps bouncing away.",0
51,50,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, FOUR runs full and very very wide outside off, Rohit stabs a drive that clears backward point, Saifuddin with a poor effort at third man is slow moving to his right and can't cut it off.",1st innings,8.2,four,57,4,57/0,"Mustafizur Rahman to Sharma, FOUR runs",,"full and very very wide outside off, Rohit stabs a drive that clears backward point, Saifuddin with a poor effort at third man is slow moving to his right and can't cut it off.",0
52,51,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run good length ball angled onto middle stump, defended into the leg side.",1st innings,8.3,no run,57,0,57/0,"Mustafizur Rahman to Sharma, no run",,"good length ball angled onto middle stump, defended into the leg side.",0
53,52,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run short of a length on off, defended again to Soumya at midwicket.",1st innings,8.4,no run,57,0,57/0,"Mustafizur Rahman to Sharma, no run",,"short of a length on off, defended again to Soumya at midwicket.",0
54,53,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, 1 run short of a length on off stump, tapped softly off the back foot into square leg, wide enough of short midwicket to rotate the strike.",1st innings,8.5,run,58,1,58/0,"Mustafizur Rahman to Sharma, 1 run",,"short of a length on off stump, tapped softly off the back foot into square leg, wide enough of short midwicket to rotate the strike.",0
55,54,KL Rahul,422108,Mustafizur Rahman,330902,"Mustafizur Rahman to Rahul, 1 run good length ball on fourth stump, guided with soft hands to third man.",1st innings,8.6,run,59,1,59/0,"Mustafizur Rahman to Rahul, 1 run",,"good length ball on fourth stump, guided with soft hands to third man.",0
56,55,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, FOUR runs overpitched dolly at 122 kph on fifth stump, step down the track and flicked wristily in the air just wide of Mashrafe to his left, beats mid-off with ease.",1st innings,9.1,four,63,4,63/0,"Mashrafe Mortaza to Rahul, FOUR runs",,"overpitched dolly at 122 kph on fifth stump, step down the track and flicked wristily in the air just wide of Mashrafe to his left, beats mid-off with ease.",0
57,56,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run good length ball on fifth stump, defended to backward point.",1st innings,9.2,no run,63,0,63/0,"Mashrafe Mortaza to Rahul, no run",,"good length ball on fifth stump, defended to backward point.",0
58,57,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, 1 run short of a length ball on middle, goes back to tuck this into midwicket.",1st innings,9.3,run,64,1,64/0,"Mashrafe Mortaza to Rahul, 1 run",,"short of a length ball on middle, goes back to tuck this into midwicket.",0
59,58,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, FOUR runs <strong>class!</strong> Short of a length ball on fourth stump, not really much width on offer but with third man up in the ring, guides this with timing between third man and backward point, piercing the gap elegantly.",1st innings,9.4,four,68,4,68/0,"Mashrafe Mortaza to Sharma, FOUR runs",,"<strong>class!</strong> Short of a length ball on fourth stump, not really much width on offer but with third man up in the ring, guides this with timing between third man and backward point, piercing the gap elegantly.",0
60,59,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 1 run good length ball but straying down leg, clipped behind square to get off strike.",1st innings,9.5,run,69,1,69/0,"Mashrafe Mortaza to Sharma, 1 run",,"good length ball but straying down leg, clipped behind square to get off strike.",0
61,60,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run full on fourth stump, presses a drive straight to extra cover.",1st innings,9.6,no run,69,0,69/0,"Mashrafe Mortaza to Rahul, no run",,"full on fourth stump, presses a drive straight to extra cover.",0
62,61,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run tossed up, grips a bit, and beats his outside edge as Sharma looks to defend",1st innings,10.1,no run,69,0,69/0,"Shakib Al Hasan to Sharma, no run",,"tossed up, grips a bit, and beats his outside edge as Sharma looks to defend",0
63,62,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run hangs back and cuts a length ball towards point",1st innings,10.2,no run,69,0,69/0,"Shakib Al Hasan to Sharma, no run",,hangs back and cuts a length ball towards point,0
64,63,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run tossed up, he looks for the drive, and a bit of extra bounce beats him",1st innings,10.3,no run,69,0,69/0,"Shakib Al Hasan to Sharma, no run",,"tossed up, he looks for the drive, and a bit of extra bounce beats him",0
65,64,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run floated, goes straight on with the arm, and he drives towards wide cover",1st innings,10.4,no run,69,0,69/0,"Shakib Al Hasan to Sharma, no run",,"floated, goes straight on with the arm, and he drives towards wide cover",0
66,65,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, 1 run floated up, goes on with the arm, and he punches this down to long on",1st innings,10.5,run,70,1,70/0,"Shakib Al Hasan to Sharma, 1 run",,"floated up, goes on with the arm, and he punches this down to long on",0
67,65,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, 1 wide flatter, goes towards the leg side as he looks to flick. Will have to bowl this again",1st innings,10.5,wide,71,1,71/0,"Shakib Al Hasan to Rahul, 1 wide",,"flatter, goes towards the leg side as he looks to flick. Will have to bowl this again",0
68,66,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, no run presses forward to defend a length ball on off stump",1st innings,10.6,no run,71,0,71/0,"Shakib Al Hasan to Rahul, no run",,presses forward to defend a length ball on off stump,0
69,67,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 1 run full, wide, and he spanks this hard towards deep point",1st innings,11.1,run,72,1,72/0,"Mashrafe Mortaza to Sharma, 1 run",,"full, wide, and he spanks this hard towards deep point",0
70,68,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length ball, jags back into him from a length, and he defends to point",1st innings,11.2,no run,72,0,72/0,"Mashrafe Mortaza to Rahul, no run",,"length ball, jags back into him from a length, and he defends to point",0
71,69,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, and straightens into him, and he defends this back to the bowler",1st innings,11.3,no run,72,0,72/0,"Mashrafe Mortaza to Rahul, no run",,"length, and straightens into him, and he defends this back to the bowler",0
72,70,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, little angle back in to him, and he defends this towards short cover",1st innings,11.4,no run,72,0,72/0,"Mashrafe Mortaza to Rahul, no run",,"length, little angle back in to him, and he defends this towards short cover",0
73,71,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run fuller, and he drives this on the up. Beats Mortaza, but cannot go past mid off",1st innings,11.5,no run,72,0,72/0,"Mashrafe Mortaza to Rahul, no run",,"fuller, and he drives this on the up. Beats Mortaza, but cannot go past mid off",0
74,72,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, 1 run goes back and punches this off the back foot towards midwicket",1st innings,11.6,run,73,1,73/0,"Mashrafe Mortaza to Rahul, 1 run",,goes back and punches this off the back foot towards midwicket,0
75,73,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, no run flighted, and he presses forward to defend this towards cover",1st innings,12.1,no run,73,0,73/0,"Shakib Al Hasan to Rahul, no run",,"flighted, and he presses forward to defend this towards cover",0
76,74,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, 1 run goes back and thwacks a length ball towards sweeper cover",1st innings,12.2,run,74,1,74/0,"Shakib Al Hasan to Rahul, 1 run",,goes back and thwacks a length ball towards sweeper cover,0
77,75,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run flighted, and he defends this towards point. They thought about a quick single, but that went far too quickly to the fielder",1st innings,12.3,no run,74,0,74/0,"Shakib Al Hasan to Sharma, no run",,"flighted, and he defends this towards point. They thought about a quick single, but that went far too quickly to the fielder",0
78,76,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run hangs back in the crease, and cuts a length ball. It rises and drops just ahead of short third man",1st innings,12.4,no run,74,0,74/0,"Shakib Al Hasan to Sharma, no run",,"hangs back in the crease, and cuts a length ball. It rises and drops just ahead of short third man",0
79,77,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run length, a bit wide of off, and he looks to cut this between point and short third man, but cannot find the gap",1st innings,12.5,no run,74,0,74/0,"Shakib Al Hasan to Sharma, no run",,"length, a bit wide of off, and he looks to cut this between point and short third man, but cannot find the gap",0
80,78,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run length, and he defends towards short midwicket",1st innings,12.6,no run,74,0,74/0,"Shakib Al Hasan to Sharma, no run",,"length, and he defends towards short midwicket",0
81,79,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, and he places this straight towards short midwicket",1st innings,13.1,no run,74,0,74/0,"Mashrafe Mortaza to Rahul, no run",,"length, and he places this straight towards short midwicket",0
82,80,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, raps him on the pads as he shapes to flick this. Was going down the leg side with the natural angle of the incoming ball, though",1st innings,13.2,no run,74,0,74/0,"Mashrafe Mortaza to Rahul, no run",,"length, raps him on the pads as he shapes to flick this. Was going down the leg side with the natural angle of the incoming ball, though",0
